SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Partner_encoded,Dependents_encoded,PhoneService_encoded,PaperlessBilling_encoded,Internet_DSL,Internet_Fiber optic,Internet_No,InternetService_risk,Contract_Month-to-month,Contract_One year,Contract_Two year,Contract_stability,Payment_Bank transfer (automatic),Payment_Credit card (automatic),Payment_Electronic check,Payment_Mailed check,PaymentMethod_risk,OnlineSecurity_binary,OnlineSecurity_available,OnlineBackup_binary,OnlineBackup_available,DeviceProtection_binary,DeviceProtection_available,TechSupport_binary,TechSupport_available,StreamingTV_binary,StreamingTV_available,StreamingMovies_binary,StreamingMovies_available,MultipleLines_binary,MultipleLines_available,Tenure_Long,Tenure_Loyal,Tenure_Medium,Tenure_New,tenure_years,is_new_customer,avg_monthly_charge,Charges_High,Charges_Low,Charges_Medium,high_monthly_charges,low_monthly_charges,total_services,services_available,service_adoption_rate,premium_services,has_premium,protection_services,has_protection,Contract_stability_normalized,PaymentMethod_risk_normalized,InternetService_risk_normalized,composite_risk_score,estimated_clv,revenue_per_tenure_month,spending_above_avg,senior_short_contract,family_size,has_family,full_service_customer
0,13,49.95,587.45,1,1,1,1,True,False,False,1,True,False,False,1,False,False,False,True,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,True,False,1.0833333333333333,0,45.18846153846154,False,False,True,0,0,1,7,0.14285714285714285,0,0,1,1,0.0,0.5,0.5,0.3333333333333333,649.35,45.18846153846154,1,0,2,1,1
0,16,18.95,326.8,0,0,1,0,False,False,True,0,False,False,True,3,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,1.3333333333333333,0,20.425,False,True,False,0,1,0,1,0.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,303.2,20.425,0,0,0,0,0
0,58,100.35,5681.1,1,0,1,0,False,True,False,2,False,True,False,2,False,True,False,False,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,4.833333333333333,0,97.95,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.5,0.0,1.0,0.5,5820.299999999999,97.95,1,0,1,1,1
0,49,103.7,5036.3,0,0,1,1,False,True,False,2,True,False,False,1,True,False,False,False,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,4.083333333333333,0,102.78163265306122,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,0.0,0.0,1.0,0.3333333333333333,5081.3,102.78163265306122,1,0,0,0,1
0,25,105.5,2686.05,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,1,1,0,1,1,1,1,1,1,1,1,1,0,1,True,False,False,False,2.0833333333333335,0,107.44200000000001,True,False,False,1,0,5,7,0.7142857142857143,2,1,3,1,0.0,1.0,1.0,0.6666666666666666,2637.5,107.44200000000001,0,0,0,0,1
0,69,113.25,7895.15,1,1,1,0,False,True,False,2,False,False,True,3,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,False,True,False,False,5.75,0,114.42246376811593,True,False,False,1,0,7,7,1.0,2,1,4,1,1.0,0.0,1.0,0.6666666666666666,7814.25,114.42246376811593,0,0,2,1,1
0,52,20.65,1022.95,0,0,1,0,False,False,True,0,False,True,False,2,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,4.333333333333333,0,19.672115384615385,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.5,0.0,0.3333333333333333,1073.8,19.672115384615385,1,0,0,0,0
0,71,106.7,7382.25,0,1,1,0,False,True,False,2,False,False,True,3,True,False,False,False,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,False,True,False,False,5.916666666666667,0,103.97535211267606,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,1.0,0.0,1.0,0.6666666666666666,7575.7,103.97535211267606,1,0,1,1,1
0,10,55.2,528.35,1,1,1,0,True,False,False,1,True,False,False,1,False,True,False,False,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,False,False,False,True,0.8333333333333334,0,52.835,False,False,True,0,0,2,7,0.2857142857142857,0,0,2,1,0.0,0.0,0.5,0.16666666666666666,552.0,52.835,1,0,2,1,1
0,21,90.05,1862.9,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,1,1,0,1,0,1,1,1,0,1,False,False,True,False,1.75,0,88.70952380952382,True,False,False,1,0,3,7,0.42857142857142855,1,1,2,1,0.0,1.0,1.0,0.6666666666666666,1891.05,88.70952380952382,1,0,0,0,1
1,1,39.65,39.65,0,0,0,1,True,False,False,1,True,False,False,1,False,False,True,False,3,0,1,0,1,1,1,0,1,0,1,1,1,0,0,False,False,False,True,0.08333333333333333,1,39.65,False,False,True,0,0,2,6,0.3333333333333333,1,1,1,1,0.0,1.0,0.5,0.5,39.65,39.65,0,1,0,0,0
0,12,19.8,202.25,1,0,1,0,False,False,True,0,False,True,False,2,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,1.0,0,16.854166666666668,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.0,0.0,0.16666666666666666,237.60000000000002,16.854166666666668,1,0,1,1,0
0,1,20.15,20.15,0,0,1,0,False,False,True,0,True,False,False,1,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.08333333333333333,1,20.15,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.5,0.0,0.16666666666666666,20.15,20.15,0,0,0,0,0
0,58,59.9,3505.1,1,0,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,False,True,False,False,4.833333333333333,0,60.432758620689654,False,False,True,0,0,3,7,0.42857142857142855,0,0,2,1,1.0,0.0,0.5,0.5,3474.2,60.432758620689654,0,0,1,1,1
0,49,59.6,2970.3,1,1,1,0,True,False,False,1,True,False,False,1,False,True,False,False,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,False,True,False,False,4.083333333333333,0,60.61836734693878,False,False,True,0,0,3,7,0.42857142857142855,0,0,3,1,0.0,0.0,0.5,0.16666666666666666,2920.4,60.61836734693878,0,0,2,1,1
0,30,55.3,1530.6,0,0,1,1,True,False,False,1,True,False,False,1,True,False,False,False,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,True,False,False,False,2.5,0,51.019999999999996,False,False,True,0,0,2,7,0.2857142857142857,0,0,2,1,0.0,0.0,0.5,0.16666666666666666,1659.0,51.019999999999996,1,0,0,0,1
0,47,99.35,4749.15,1,1,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,0,1,0,1,1,1,1,1,1,1,True,False,False,False,3.9166666666666665,0,101.04574468085106,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.0,1.0,1.0,0.6666666666666666,4669.45,101.04574468085106,0,0,2,1,1
0,1,30.2,30.2,1,1,0,0,True,False,False,1,True,False,False,1,False,False,True,False,3,0,1,1,1,0,1,0,1,0,1,0,1,0,0,False,False,False,True,0.08333333333333333,1,30.2,False,True,False,0,1,1,6,0.16666666666666666,0,0,1,1,0.0,1.0,0.5,0.5,30.2,30.2,0,0,2,1,0
0,72,90.25,6369.45,1,0,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,False,True,False,False,6.0,0,88.46458333333334,True,False,False,1,0,7,7,1.0,2,1,4,1,1.0,0.0,0.5,0.5,6498.0,88.46458333333334,1,0,1,1,1
0,17,64.7,1093.1,0,1,1,1,True,False,False,1,True,False,False,1,False,False,False,True,2,0,1,0,1,0,1,0,1,1,1,1,1,0,1,False,False,True,False,1.4166666666666667,0,64.3,False,False,True,0,0,2,7,0.2857142857142857,2,1,0,0,0.0,0.5,0.5,0.3333333333333333,1099.9,64.3,1,0,1,1,1
1,71,96.35,6766.95,1,0,1,1,False,True,False,2,False,False,True,3,False,True,False,False,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,False,True,False,False,5.916666666666667,0,95.30915492957746,True,False,False,1,0,5,7,0.7142857142857143,0,0,4,1,1.0,0.0,1.0,0.6666666666666666,6840.849999999999,95.30915492957746,1,0,1,1,1
1,2,95.5,181.65,1,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,False,False,False,True,0.16666666666666666,1,90.825,True,False,False,1,0,3,7,0.42857142857142855,2,1,1,1,0.0,0.0,1.0,0.3333333333333333,191.0,90.825,1,1,1,1,1
0,27,66.15,1874.45,1,1,1,0,True,False,False,1,False,True,False,2,False,False,False,True,2,1,1,1,1,1,1,1,1,0,1,0,1,0,1,True,False,False,False,2.25,0,69.42407407407407,True,False,False,0,0,4,7,0.5714285714285714,0,0,4,1,0.5,0.5,0.5,0.5,1786.0500000000002,69.42407407407407,0,0,2,1,1
0,1,20.2,20.2,0,0,1,0,False,False,True,0,True,False,False,1,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,True,0.08333333333333333,1,20.2,False,True,False,0,1,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,20.2,20.2,0,0,0,0,0
1,1,45.25,45.25,0,0,1,0,True,False,False,1,True,False,False,1,True,False,False,False,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,45.25,False,False,True,0,0,0,7,0.0,0,0,0,0,0.0,0.0,0.5,0.16666666666666666,45.25,45.25,0,1,0,0,1
0,72,99.9,7251.7,1,1,1,0,False,True,False,2,False,False,True,3,True,False,False,False,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,False,True,False,False,6.0,0,100.71805555555555,True,False,False,1,0,5,7,0.7142857142857143,1,1,3,1,1.0,0.0,1.0,0.6666666666666666,7192.8,100.71805555555555,0,0,2,1,1
0,5,69.7,316.9,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.4166666666666667,1,63.379999999999995,True,False,False,0,0,0,7,0.0,0,0,0,0,0.0,1.0,1.0,0.6666666666666666,348.5,63.379999999999995,1,0,0,0,1
0,46,74.8,3548.3,0,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,True,False,False,False,3.8333333333333335,0,77.13695652173914,True,False,False,0,0,1,7,0.14285714285714285,0,0,1,1,0.0,0.0,1.0,0.3333333333333333,3440.7999999999997,77.13695652173914,0,0,0,0,1
0,34,106.35,3549.25,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,1,1,0,1,1,1,1,1,1,1,True,False,False,False,2.8333333333333335,0,104.38970588235294,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,0.0,1.0,1.0,0.6666666666666666,3615.8999999999996,104.38970588235294,1,0,0,0,1
0,11,97.85,1105.4,0,0,1,1,False,True,False,2,True,False,False,1,True,False,False,False,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,False,False,False,True,0.9166666666666666,0,100.4909090909091,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.0,0.0,1.0,0.3333333333333333,1076.35,100.4909090909091,0,0,0,0,1
0,10,49.55,475.7,1,1,1,0,True,False,False,1,False,True,False,2,False,False,False,True,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.8333333333333334,0,47.57,False,False,True,0,0,1,7,0.14285714285714285,0,0,1,1,0.5,0.5,0.5,0.5,495.5,47.57,1,0,2,1,1
0,70,69.2,4872.35,1,1,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,False,True,False,False,5.833333333333333,0,69.605,True,False,False,0,0,4,7,0.5714285714285714,1,1,2,1,1.0,0.0,0.5,0.5,4844.0,69.605,0,0,2,1,1
0,17,20.75,418.25,1,1,1,0,False,False,True,0,False,True,False,2,False,False,False,True,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,1.4166666666666667,0,24.602941176470587,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,0.5,0.0,0.3333333333333333,352.75,24.602941176470587,0,0,2,1,0
0,63,79.85,4861.45,0,0,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,False,True,False,False,5.25,0,77.16587301587302,True,False,False,0,0,6,7,0.8571428571428571,1,1,4,1,1.0,0.0,0.5,0.5,5030.549999999999,77.16587301587302,1,0,0,0,1
0,13,76.2,981.45,1,0,1,1,True,False,False,1,True,False,False,1,False,False,True,False,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,False,False,True,False,1.0833333333333333,0,75.49615384615385,True,False,False,0,0,5,7,0.7142857142857143,1,1,3,1,0.0,1.0,0.5,0.5,990.6,75.49615384615385,1,0,1,1,1
0,49,84.5,3906.7,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,0,1,1,1,1,1,False,True,False,False,4.083333333333333,0,79.72857142857143,True,False,False,0,0,2,7,0.2857142857142857,1,1,0,0,0.0,1.0,1.0,0.6666666666666666,4140.5,79.72857142857143,1,0,0,0,1
0,2,49.25,97.0,0,0,1,0,True,False,False,1,True,False,False,1,False,False,False,True,2,0,1,1,1,0,1,0,1,0,1,0,1,0,1,False,False,False,True,0.16666666666666666,1,48.5,False,False,True,0,0,1,7,0.14285714285714285,0,0,1,1,0.0,0.5,0.5,0.3333333333333333,98.5,48.5,1,0,0,0,1
0,2,80.65,144.15,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,0,1,0,1,False,False,False,True,0.16666666666666666,1,72.075,True,False,False,0,0,1,7,0.14285714285714285,1,1,0,0,0.0,1.0,1.0,0.6666666666666666,161.3,72.075,1,0,0,0,1
0,52,79.75,4217.8,0,0,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,False,True,False,False,4.333333333333333,0,81.11153846153846,True,False,False,0,0,5,7,0.7142857142857143,2,1,2,1,1.0,0.0,0.5,0.5,4147.0,81.11153846153846,0,0,0,0,1
0,69,64.15,4254.1,1,1,1,1,True,False,False,1,False,False,True,3,False,True,False,False,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,False,True,False,False,5.75,0,61.6536231884058,False,False,True,0,0,4,7,0.5714285714285714,0,0,3,1,1.0,0.0,0.5,0.5,4426.35,61.6536231884058,1,0,2,1,1
1,43,90.25,3838.75,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,1,1,0,1,0,1,1,1,0,1,1,1,True,False,False,False,3.5833333333333335,0,89.27325581395348,True,False,False,1,0,3,7,0.42857142857142855,1,1,1,1,0.0,1.0,1.0,0.6666666666666666,3880.75,89.27325581395348,1,1,0,0,1
0,15,99.1,1426.4,0,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,False,False,True,False,1.25,0,95.09333333333333,True,False,False,1,0,4,7,0.5714285714285714,2,1,2,1,0.0,0.0,1.0,0.3333333333333333,1486.5,95.09333333333333,1,0,0,0,1
1,25,69.5,1752.65,1,0,1,1,True,False,False,1,True,False,False,1,False,True,False,False,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,True,False,False,False,2.0833333333333335,0,70.10600000000001,True,False,False,0,0,4,7,0.5714285714285714,1,1,2,1,0.0,0.0,0.5,0.16666666666666666,1737.5,70.10600000000001,0,1,1,1,1
1,8,80.65,633.3,1,0,1,1,False,True,False,2,True,False,False,1,False,True,False,False,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,False,False,False,True,0.6666666666666666,0,79.1625,True,False,False,0,0,2,7,0.2857142857142857,0,0,1,1,0.0,0.0,1.0,0.3333333333333333,645.2,79.1625,1,1,1,1,1
1,60,74.85,4456.35,1,1,1,1,True,False,False,1,False,True,False,2,False,True,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,False,True,False,False,5.0,0,74.27250000000001,True,False,False,0,0,5,7,0.7142857142857143,1,1,4,1,0.5,0.0,0.5,0.3333333333333333,4491.0,74.27250000000001,1,0,2,1,1
1,18,95.45,1752.55,0,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,1,1,1,1,False,False,True,False,1.5,0,97.36388888888888,True,False,False,1,0,3,7,0.42857142857142855,2,1,0,0,0.0,1.0,1.0,0.6666666666666666,1718.1000000000001,97.36388888888888,0,1,0,0,1
0,63,99.65,6311.2,1,1,1,1,False,True,False,2,False,True,False,2,False,True,False,False,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,False,True,False,False,5.25,0,100.17777777777778,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.5,0.0,1.0,0.5,6277.950000000001,100.17777777777778,0,0,2,1,1
1,66,108.45,7076.35,1,1,1,1,False,True,False,2,False,True,False,2,False,False,True,False,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,False,True,False,False,5.5,0,107.21742424242424,True,False,False,1,0,6,7,0.8571428571428571,2,1,3,1,0.5,1.0,1.0,0.8333333333333334,7157.7,107.21742424242424,1,0,2,1,1
0,34,24.95,894.3,1,1,1,0,False,False,True,0,False,False,True,3,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,False,False,False,2.8333333333333335,0,26.302941176470586,False,True,False,0,1,1,1,1.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,848.3,26.302941176470586,0,0,2,1,0
0,72,107.5,7853.7,0,0,1,1,False,True,False,2,False,False,True,3,False,True,False,False,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,False,True,False,False,6.0,0,109.07916666666667,True,False,False,1,0,5,7,0.7142857142857143,2,1,2,1,1.0,0.0,1.0,0.6666666666666666,7740.0,109.07916666666667,0,0,0,0,1
0,47,100.5,4707.1,1,0,1,1,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,1,1,0,1,1,1,1,1,1,1,True,False,False,False,3.9166666666666665,0,100.15106382978725,True,False,False,1,0,4,7,0.5714285714285714,2,1,1,1,0.0,1.0,1.0,0.6666666666666666,4723.5,100.15106382978725,1,0,1,1,1
0,60,89.9,5450.7,0,0,1,1,False,True,False,2,True,False,False,1,True,False,False,False,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,False,True,False,False,5.0,0,90.845,True,False,False,1,0,3,7,0.42857142857142855,1,1,1,1,0.0,0.0,1.0,0.3333333333333333,5394.0,90.845,0,0,0,0,1
0,72,42.1,2962.0,1,0,0,0,True,False,False,1,False,False,True,3,True,False,False,False,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,False,True,False,False,6.0,0,41.138888888888886,False,False,True,0,0,3,6,0.5,0,0,3,1,1.0,0.0,0.5,0.5,3031.2000000000003,41.138888888888886,1,0,1,1,0
0,18,54.4,957.1,1,1,1,1,True,False,False,1,False,True,False,2,False,True,False,False,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,False,False,True,False,1.5,0,53.172222222222224,False,False,True,0,0,2,7,0.2857142857142857,0,0,2,1,0.5,0.0,0.5,0.3333333333333333,979.1999999999999,53.172222222222224,1,0,2,1,1
0,9,94.4,857.25,0,0,1,0,False,True,False,2,True,False,False,1,False,False,True,False,3,0,1,0,1,0,1,0,1,1,1,1,1,1,1,False,False,False,True,0.75,0,95.25,True,False,False,1,0,3,7,0.42857142857142855,2,1,0,0,0.0,1.0,1.0,0.6666666666666666,849.6,95.25,0,0,0,0,1
0,3,75.3,244.1,0,0,1,1,True,False,False,1,True,False,False,1,False,False,True,False,3,0,1,1,1,0,1,1,1,1,1,1,1,0,1,False,False,False,True,0.25,1,81.36666666666666,True,False,False,0,0,4,7,0.5714285714285714,2,1,2,1,0.0,1.0,0.5,0.5,225.89999999999998,81.36666666666666,0,0,0,0,1
0,47,78.9,3650.35,1,0,1,1,False,True,False,2,False,True,False,2,False,False,True,False,3,0,1,1,1,0,1,0,1,0,1,0,1,1,1,True,False,False,False,3.9166666666666665,0,77.66702127659575,True,False,False,0,0,2,7,0.2857142857142857,0,0,1,1,0.5,1.0,1.0,0.8333333333333334,3708.3,77.66702127659575,1,0,1,1,1
0,31,79.2,2497.2,0,0,1,0,True,False,False,1,False,False,True,3,False,False,False,True,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,True,False,False,False,2.5833333333333335,0,80.55483870967741,True,False,False,0,0,5,7,0.7142857142857143,2,1,3,1,1.0,0.5,0.5,0.6666666666666666,2455.2000000000003,80.55483870967741,0,0,0,0,1
0,50,20.15,930.9,1,1,1,0,False,False,True,0,False,False,True,3,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,4.166666666666667,0,18.618,False,True,False,0,1,0,1,0.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,1007.4999999999999,18.618,1,0,2,1,0
0,10,79.85,887.35,0,0,1,1,False,True,False,2,True,False,False,1,False,False,False,True,2,1,1,0,1,1,1,0,1,0,1,0,1,0,1,False,False,False,True,0.8333333333333334,0,88.735,True,False,False,0,0,2,7,0.2857142857142857,0,0,2,1,0.0,0.5,1.0,0.5,798.5,88.735,0,0,0,0,1
0,1,49.05,49.05,0,0,1,0,True,False,False,1,True,False,False,1,False,False,False,True,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,False,False,False,True,0.08333333333333333,1,49.05,False,False,True,0,0,1,7,0.14285714285714285,0,0,1,1,0.0,0.5,0.5,0.3333333333333333,49.05,49.05,0,0,0,0,1
0,52,20.4,1090.65,1,1,1,1,False,False,True,0,False,True,False,2,False,False,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,4.333333333333333,0,20.974038461538463,False,True,False,0,1,0,1,0.0,0,0,0,0,0.5,1.0,0.0,0.5,1060.8,20.974038461538463,0,0,2,1,0
1,64,111.6,7099.0,1,1,1,1,False,True,False,2,False,False,True,3,True,False,False,False,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,False,True,False,False,5.333333333333333,0,110.921875,True,False,False,1,0,6,7,0.8571428571428571,2,1,3,1,1.0,0.0,1.0,0.6666666666666666,7142.4,110.921875,1,0,2,1,1
0,62,24.25,1424.6,1,1,1,1,False,False,True,0,False,False,True,3,True,False,False,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,True,False,False,5.166666666666667,0,22.97741935483871,False,True,False,0,1,1,1,1.0,0,0,0,0,1.0,0.0,0.0,0.3333333333333333,1503.5,22.97741935483871,1,0,2,1,0
0,3,64.5,177.4,0,1,1,1,True,False,False,1,True,False,False,1,True,False,False,False,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,False,False,False,True,0.25,1,59.13333333333333,False,False,True,0,0,3,7,0.42857142857142855,1,1,2,1,0.0,0.0,0.5,0.16666666666666666,193.5,59.13333333333333,1,0,1,1,1
